Year,Data
2011.874,0.117232198
2011.874,0.10368956
2011.932,0.125537352
2011.99,0.125537352
2012.048,0.125537352
2012.106,0.125537352
2012.164,0.125537352
2012.222,0.125537352
2012.28,0.125462531
2012.338,0.125462531
2012.396,0.125462531
2012.454,0.125612174
2012.454,0.118728623
2012.512,0.121122901
2012.512,0.116334344
2012.512,0.110049363
2012.57,0.114912741
2012.57,0.110797575
2012.57,0.10428813
2012.628,0.11423935
2012.628,0.109450793
2012.628,0.103614739
2012.686,0.110423469
2012.686,0.10428813
2012.744,0.102492421
2012.802,0.10428813
2012.86,0.10743062
2012.86,0.10368956
2012.918,0.119327192
2012.976,0.123966107
2013.034,0.125312889
2013.092,0.125537352
2013.15,0.125537352
2013.208,0.125537352
2013.266,0.125537352
2013.324,0.125537352
2013.382,0.125462531
2013.44,0.125537352
2013.498,0.125312889
2013.556,0.124714319
2013.556,0.119925762
2013.556,0.11364078
2013.614,0.102492421
2013.672,0.10743062
2013.672,0.103614739
2013.73,0.116334344
2013.73,0.109525614
2013.73,0.10368956
2013.788,0.115436489
2013.846,0.104437772
2013.904,0.125612174
2013.904,0.120823616
2013.904,0.115960238
2013.962,0.125537352
2013.962,0.10368956
